quote_id,leg_type,origin_warehouse_id,destination_type,destination_id,destination_name,haversine_km,road_factor,estimated_distance_km,base_idr_per_demand_unit,distance_rate_idr_per_km_per_demand_unit,lane_factor,noise_factor,quoted_idr_per_demand_unit,is_current_lane
LM-CAN-PONTIANAK-IDN001,last_mile,CAN-PONTIANAK,province,IDN001,Aceh,1450.400,1.250,1813.000,2200,14.00,1.160,1.0595,33900,false
LM-CAN-PONTIANAK-IDN002,last_mile,CAN-PONTIANAK,province,IDN002,Sumatera Utara,1120.397,1.250,1400.496,2200,14.00,1.160,1.0753,27200,false
LM-CAN-PONTIANAK-IDN003,last_mile,CAN-PONTIANAK,province,IDN003,Sumatera Barat,1004.702,1.250,1255.877,2200,14.00,1.160,1.0144,23300,false
LM-CAN-PONTIANAK-IDN004,last_mile,CAN-PONTIANAK,province,IDN004,Riau,868.219,1.250,1085.274,2200,14.00,1.160,1.0502,21200,false
LM-CAN-PONTIANAK-IDN005,last_mile,CAN-PONTIANAK,province,IDN005,Jambi,809.413,1.250,1011.767,2200,14.00,1.160,0.9775,18600,false
LM-CAN-PONTIANAK-IDN006,last_mile,CAN-PONTIANAK,province,IDN006,Sumatera Selatan,698.402,1.250,873.003,2200,14.00,1.160,0.9580,16000,false
LM-CAN-PONTIANAK-IDN007,last_mile,CAN-PONTIANAK,province,IDN007,Bengkulu,873.242,1.250,1091.553,2200,14.00,1.160,0.9631,19500,false
LM-CAN-PONTIANAK-IDN008,last_mile,CAN-PONTIANAK,province,IDN008,Lampung,730.537,1.250,913.171,2200,14.00,1.160,0.9821,17100,false
LM-CAN-PONTIANAK-IDN009,last_mile,CAN-PONTIANAK,province,IDN009,Kepulauan Bangka Belitung,437.595,1.250,546.993,2200,14.00,1.160,1.0084,11500,false
LM-CAN-PONTIANAK-IDN010,last_mile,CAN-PONTIANAK,province,IDN010,Kepulauan Riau,483.501,1.250,604.377,2200,14.00,1.160,1.0638,13200,false
LM-CAN-PONTIANAK-IDN011,last_mile,CAN-PONTIANAK,province,IDN011,DKI Jakarta,742.456,1.250,928.070,2200,14.00,1.160,1.0385,18300,false
LM-CAN-PONTIANAK-IDN012,last_mile,CAN-PONTIANAK,province,IDN012,Jawa Barat,798.898,1.250,998.622,2200,14.00,1.160,1.0698,20100,false
LM-CAN-PONTIANAK-IDN013,last_mile,CAN-PONTIANAK,province,IDN013,Jawa Tengah,825.723,1.250,1032.154,2200,14.00,1.160,1.0027,19400,false
LM-CAN-PONTIANAK-IDN014,last_mile,CAN-PONTIANAK,province,IDN014,Daerah Istimewa Yogyakarta,876.294,1.250,1095.367,2200,14.00,1.160,1.0114,20600,false
LM-CAN-PONTIANAK-IDN015,last_mile,CAN-PONTIANAK,province,IDN015,Jawa Timur,938.789,1.250,1173.486,2200,14.00,1.160,1.0546,22800,false
LM-CAN-PONTIANAK-IDN016,last_mile,CAN-PONTIANAK,province,IDN016,Banten,787.472,1.250,984.340,2200,14.00,1.160,1.0362,19200,false
LM-CAN-PONTIANAK-IDN017,last_mile,CAN-PONTIANAK,province,IDN017,Bali,1097.360,1.250,1371.701,2200,14.00,1.160,1.0346,25700,false
LM-CAN-PONTIANAK-IDN018,last_mile,CAN-PONTIANAK,province,IDN018,Nusa Tenggara Barat,1275.885,1.250,1594.857,2200,14.00,1.240,1.0227,31100,false
LM-CAN-PONTIANAK-IDN019,last_mile,CAN-PONTIANAK,province,IDN019,Nusa Tenggara Timur,1861.032,1.250,2326.290,2200,14.00,1.240,1.0528,45400,false
LM-CAN-PONTIANAK-IDN020,last_mile,CAN-PONTIANAK,province,IDN020,Kalimantan Barat,194.193,1.250,242.741,2200,14.00,1.000,0.9708,5400,false
LM-CAN-PONTIANAK-IDN021,last_mile,CAN-PONTIANAK,province,IDN021,Kalimantan Tengah,458.845,1.250,573.556,2200,14.00,1.000,0.9708,9900,false
LM-CAN-PONTIANAK-IDN022,last_mile,CAN-PONTIANAK,province,IDN022,Kalimantan Selatan,767.861,1.250,959.826,2200,14.00,1.000,0.9815,15300,false
LM-CAN-PONTIANAK-IDN023,last_mile,CAN-PONTIANAK,province,IDN023,Kalimantan Timur,817.852,1.250,1022.315,2200,14.00,1.000,0.9821,16200,false
LM-CAN-PONTIANAK-IDN024,last_mile,CAN-PONTIANAK,province,IDN024,Kalimantan Utara,882.722,1.250,1103.403,2200,14.00,1.000,1.0351,18300,false
LM-CAN-PONTIANAK-IDN025,last_mile,CAN-PONTIANAK,province,IDN025,Sulawesi Utara,1647.945,1.250,2059.931,2200,14.00,1.160,0.9625,34700,false
LM-CAN-PONTIANAK-IDN026,last_mile,CAN-PONTIANAK,province,IDN026,Sulawesi Tengah,1295.370,1.250,1619.213,2200,14.00,1.160,1.0382,29900,false
LM-CAN-PONTIANAK-IDN027,last_mile,CAN-PONTIANAK,province,IDN027,Sulawesi Selatan,1268.384,1.250,1585.480,2200,14.00,1.160,1.0387,29400,false
LM-CAN-PONTIANAK-IDN028,last_mile,CAN-PONTIANAK,province,IDN028,Sulawesi Tenggara,1501.323,1.250,1876.653,2200,14.00,1.160,1.0712,35400,false
LM-CAN-PONTIANAK-IDN029,last_mile,CAN-PONTIANAK,province,IDN029,Gorontalo,1419.331,1.250,1774.163,2200,14.00,1.160,1.0537,33000,false
LM-CAN-PONTIANAK-IDN030,last_mile,CAN-PONTIANAK,province,IDN030,Sulawesi Barat,1138.229,1.250,1422.787,2200,14.00,1.160,0.9849,25300,false
LM-CAN-PONTIANAK-IDN031,last_mile,CAN-PONTIANAK,province,IDN031,Maluku,2509.947,1.250,3137.434,2200,14.00,1.320,1.0216,62200,false
LM-CAN-PONTIANAK-IDN032,last_mile,CAN-PONTIANAK,province,IDN032,Maluku Utara,2081.208,1.250,2601.510,2200,14.00,1.320,1.0731,54700,false
LM-CAN-PONTIANAK-IDN033,last_mile,CAN-PONTIANAK,province,IDN033,Papua,3290.310,1.250,4112.887,2200,14.00,1.320,0.9657,76200,false
LM-CAN-PONTIANAK-IDN034,last_mile,CAN-PONTIANAK,province,IDN034,Papua Barat Daya,2526.103,1.250,3157.628,2200,14.00,1.320,1.0712,65600,false
LM-CAN-PONTIANAK-IDN035,last_mile,CAN-PONTIANAK,province,IDN035,Papua Barat,2781.134,1.250,3476.418,2200,14.00,1.320,1.0621,71300,false
LM-CAN-PONTIANAK-IDN036,last_mile,CAN-PONTIANAK,province,IDN036,Papua Selatan,3410.537,1.250,4263.171,2200,14.00,1.320,0.9582,78300,false
LM-CAN-PONTIANAK-IDN037,last_mile,CAN-PONTIANAK,province,IDN037,Papua Tengah,3059.445,1.250,3824.306,2200,14.00,1.320,0.9968,73300,false
LM-CAN-PONTIANAK-IDN038,last_mile,CAN-PONTIANAK,province,IDN038,Papua Pegunungan,3384.234,1.250,4230.292,2200,14.00,1.320,1.0559,85600,false
LM-CAN-PALANGKARAYA-IDN001,last_mile,CAN-PALANGKARAYA,province,IDN001,Aceh,2011.937,1.250,2514.922,2200,14.00,1.160,1.0541,45700,false
LM-CAN-PALANGKARAYA-IDN002,last_mile,CAN-PALANGKARAYA,province,IDN002,Sumatera Utara,1675.245,1.250,2094.056,2200,14.00,1.160,0.9823,35900,false
LM-CAN-PALANGKARAYA-IDN003,last_mile,CAN-PALANGKARAYA,province,IDN003,Sumatera Barat,1511.314,1.250,1889.142,2200,14.00,1.160,0.9892,32900,false
LM-CAN-PALANGKARAYA-IDN004,last_mile,CAN-PALANGKARAYA,province,IDN004,Riau,1401.727,1.250,1752.159,2200,14.00,1.160,1.0780,33400,false
LM-CAN-PALANGKARAYA-IDN005,last_mile,CAN-PALANGKARAYA,province,IDN005,Jambi,1294.783,1.250,1618.479,2200,14.00,1.160,0.9526,27500,false
LM-CAN-PALANGKARAYA-IDN006,last_mile,CAN-PALANGKARAYA,province,IDN006,Sumatera Selatan,1120.314,1.250,1400.393,2200,14.00,1.160,0.9953,25200,false
LM-CAN-PALANGKARAYA-IDN007,last_mile,CAN-PALANGKARAYA,province,IDN007,Bengkulu,1293.606,1.250,1617.008,2200,14.00,1.160,1.0484,30200,false
LM-CAN-PALANGKARAYA-IDN008,last_mile,CAN-PALANGKARAYA,province,IDN008,Lampung,1044.412,1.250,1305.515,2200,14.00,1.160,0.9658,22900,false
LM-CAN-PALANGKARAYA-IDN009,last_mile,CAN-PALANGKARAYA,province,IDN009,Kepulauan Bangka Belitung,872.551,1.250,1090.689,2200,14.00,1.160,0.9823,19900,false
LM-CAN-PALANGKARAYA-IDN010,last_mile,CAN-PALANGKARAYA,province,IDN010,Kepulauan Riau,1045.761,1.250,1307.201,2200,14.00,1.160,0.9623,22900,false
LM-CAN-PALANGKARAYA-IDN011,last_mile,CAN-PALANGKARAYA,province,IDN011,DKI Jakarta,903.691,1.250,1129.614,2200,14.00,1.160,0.9865,20600,false
LM-CAN-PALANGKARAYA-IDN012,last_mile,CAN-PALANGKARAYA,province,IDN012,Jawa Barat,892.189,1.250,1115.236,2200,14.00,1.160,0.9431,19500,false
LM-CAN-PALANGKARAYA-IDN013,last_mile,CAN-PALANGKARAYA,province,IDN013,Jawa Tengah,737.650,1.250,922.063,2200,14.00,1.160,1.0282,18000,false
LM-CAN-PALANGKARAYA-IDN014,last_mile,CAN-PALANGKARAYA,province,IDN014,Daerah Istimewa Yogyakarta,735.112,1.250,918.890,2200,14.00,1.160,1.0143,17700,false
LM-CAN-PALANGKARAYA-IDN015,last_mile,CAN-PALANGKARAYA,province,IDN015,Jawa Timur,637.653,1.250,797.067,2200,14.00,1.160,0.9778,15200,false
LM-CAN-PALANGKARAYA-IDN016,last_mile,CAN-PALANGKARAYA,province,IDN016,Banten,976.683,1.250,1220.854,2200,14.00,1.160,1.0096,22600,false
LM-CAN-PALANGKARAYA-IDN017,last_mile,CAN-PALANGKARAYA,province,IDN017,Bali,677.310,1.250,846.638,2200,14.00,1.160,1.0354,16900,false
LM-CAN-PALANGKARAYA-IDN018,last_mile,CAN-PALANGKARAYA,province,IDN018,Nusa Tenggara Barat,790.944,1.250,988.679,2200,14.00,1.240,1.0699,21300,false
LM-CAN-PALANGKARAYA-IDN019,last_mile,CAN-PALANGKARAYA,province,IDN019,Nusa Tenggara Timur,1304.610,1.250,1630.762,2200,14.00,1.240,1.0683,33200,false
LM-CAN-PALANGKARAYA-IDN020,last_mile,CAN-PALANGKARAYA,province,IDN020,Kalimantan Barat,395.586,1.250,494.482,2200,14.00,1.000,0.9486,8700,false
LM-CAN-PALANGKARAYA-IDN021,last_mile,CAN-PALANGKARAYA,province,IDN021,Kalimantan Tengah,104.670,1.250,130.838,2200,14.00,1.000,1.0124,4100,false
LM-CAN-PALANGKARAYA-IDN022,last_mile,CAN-PALANGKARAYA,province,IDN022,Kalimantan Selatan,205.096,1.250,256.370,2200,14.00,1.000,0.9802,5700,false
LM-CAN-PALANGKARAYA-IDN023,last_mile,CAN-PALANGKARAYA,province,IDN023,Kalimantan Timur,428.002,1.250,535.003,2200,14.00,1.000,1.0272,10000,false
LM-CAN-PALANGKARAYA-IDN024,last_mile,CAN-PALANGKARAYA,province,IDN024,Kalimantan Utara,657.848,1.250,822.310,2200,14.00,1.000,1.0544,14500,false
LM-CAN-PALANGKARAYA-IDN025,last_mile,CAN-PALANGKARAYA,province,IDN025,Sulawesi Utara,1184.910,1.250,1481.138,2200,14.00,1.160,1.0287,27400,false
LM-CAN-PALANGKARAYA-IDN026,last_mile,CAN-PALANGKARAYA,province,IDN026,Sulawesi Tengah,795.026,1.250,993.783,2200,14.00,1.160,0.9995,18700,false
LM-CAN-PALANGKARAYA-IDN027,last_mile,CAN-PALANGKARAYA,province,IDN027,Sulawesi Selatan,707.340,1.250,884.175,2200,14.00,1.160,0.9667,16300,false
LM-CAN-PALANGKARAYA-IDN028,last_mile,CAN-PALANGKARAYA,province,IDN028,Sulawesi Tenggara,944.875,1.250,1181.094,2200,14.00,1.160,0.9934,21600,false
LM-CAN-PALANGKARAYA-IDN029,last_mile,CAN-PALANGKARAYA,province,IDN029,Gorontalo,965.132,1.250,1206.415,2200,14.00,1.160,1.0225,22600,false
LM-CAN-PALANGKARAYA-IDN030,last_mile,CAN-PALANGKARAYA,province,IDN030,Sulawesi Barat,601.747,1.250,752.184,2200,14.00,1.160,0.9680,14300,false
LM-CAN-PALANGKARAYA-IDN031,last_mile,CAN-PALANGKARAYA,province,IDN031,Maluku,1956.577,1.250,2445.721,2200,14.00,1.320,1.0474,50400,false
LM-CAN-PALANGKARAYA-IDN032,last_mile,CAN-PALANGKARAYA,province,IDN032,Maluku Utara,1601.219,1.250,2001.523,2200,14.00,1.320,1.0239,40800,false
LM-CAN-PALANGKARAYA-IDN033,last_mile,CAN-PALANGKARAYA,province,IDN033,Papua,2769.090,1.250,3461.362,2200,14.00,1.320,0.9544,63800,false
LM-CAN-PALANGKARAYA-IDN034,last_mile,CAN-PALANGKARAYA,province,IDN034,Papua Barat Daya,2016.700,1.250,2520.875,2200,14.00,1.320,1.0203,50500,false
LM-CAN-PALANGKARAYA-IDN035,last_mile,CAN-PALANGKARAYA,province,IDN035,Papua Barat,2249.500,1.250,2811.875,2200,14.00,1.320,0.9610,52700,false
LM-CAN-PALANGKARAYA-IDN036,last_mile,CAN-PALANGKARAYA,province,IDN036,Papua Selatan,2856.664,1.250,3570.830,2200,14.00,1.320,0.9931,68400,false
LM-CAN-PALANGKARAYA-IDN037,last_mile,CAN-PALANGKARAYA,province,IDN037,Papua Tengah,2526.506,1.250,3158.132,2200,14.00,1.320,1.0783,66100,false
LM-CAN-PALANGKARAYA-IDN038,last_mile,CAN-PALANGKARAYA,province,IDN038,Papua Pegunungan,2851.437,1.250,3564.297,2200,14.00,1.320,0.9968,68600,false
LM-CAN-SAMARINDA-IDN001,last_mile,CAN-SAMARINDA,province,IDN001,Aceh,2297.738,1.250,2872.173,2200,14.00,1.160,1.0386,51100,false
LM-CAN-SAMARINDA-IDN002,last_mile,CAN-SAMARINDA,province,IDN002,Sumatera Utara,1983.255,1.250,2479.069,2200,14.00,1.160,1.0265,43900,false
LM-CAN-SAMARINDA-IDN003,last_mile,CAN-SAMARINDA,province,IDN003,Sumatera Barat,1867.577,1.250,2334.471,2200,14.00,1.160,0.9481,38400,false
LM-CAN-SAMARINDA-IDN004,last_mile,CAN-SAMARINDA,province,IDN004,Riau,1738.141,1.250,2172.676,2200,14.00,1.160,1.0653,40300,false
LM-CAN-SAMARINDA-IDN005,last_mile,CAN-SAMARINDA,province,IDN005,Jambi,1660.365,1.250,2075.456,2200,14.00,1.160,1.0429,37800,false
LM-CAN-SAMARINDA-IDN006,last_mile,CAN-SAMARINDA,province,IDN006,Sumatera Selatan,1504.698,1.250,1880.873,2200,14.00,1.160,1.0301,34100,false
LM-CAN-SAMARINDA-IDN007,last_mile,CAN-SAMARINDA,province,IDN007,Bengkulu,1680.851,1.250,2101.064,2200,14.00,1.160,0.9714,35600,false
LM-CAN-SAMARINDA-IDN008,last_mile,CAN-SAMARINDA,province,IDN008,Lampung,1446.176,1.250,1807.720,2200,14.00,1.160,0.9647,30800,false
LM-CAN-SAMARINDA-IDN009,last_mile,CAN-SAMARINDA,province,IDN009,Kepulauan Bangka Belitung,1247.432,1.250,1559.290,2200,14.00,1.160,1.0678,29800,false
LM-CAN-SAMARINDA-IDN010,last_mile,CAN-SAMARINDA,province,IDN010,Kepulauan Riau,1340.655,1.250,1675.819,2200,14.00,1.160,0.9872,29400,false
LM-CAN-SAMARINDA-IDN011,last_mile,CAN-SAMARINDA,province,IDN011,DKI Jakarta,1311.014,1.250,1638.767,2200,14.00,1.160,1.0285,30000,false
LM-CAN-SAMARINDA-IDN012,last_mile,CAN-SAMARINDA,province,IDN012,Jawa Barat,1296.556,1.250,1620.695,2200,14.00,1.160,1.0786,31100,false
LM-CAN-SAMARINDA-IDN013,last_mile,CAN-SAMARINDA,province,IDN013,Jawa Tengah,1121.714,1.250,1402.143,2200,14.00,1.160,1.0430,26400,false
LM-CAN-SAMARINDA-IDN014,last_mile,CAN-SAMARINDA,province,IDN014,Daerah Istimewa Yogyakarta,1105.675,1.250,1382.094,2200,14.00,1.160,1.0433,26100,false
LM-CAN-SAMARINDA-IDN015,last_mile,CAN-SAMARINDA,province,IDN015,Jawa Timur,954.420,1.250,1193.024,2200,14.00,1.160,1.0482,23000,false
LM-CAN-SAMARINDA-IDN016,last_mile,CAN-SAMARINDA,province,IDN016,Banten,1384.136,1.250,1730.171,2200,14.00,1.160,0.9523,29200,false
LM-CAN-SAMARINDA-IDN017,last_mile,CAN-SAMARINDA,province,IDN017,Bali,897.677,1.250,1122.096,2200,14.00,1.160,0.9543,19800,false
LM-CAN-SAMARINDA-IDN018,last_mile,CAN-SAMARINDA,province,IDN018,Nusa Tenggara Barat,908.772,1.250,1135.965,2200,14.00,1.240,0.9572,21500,false
LM-CAN-SAMARINDA-IDN019,last_mile,CAN-SAMARINDA,province,IDN019,Nusa Tenggara Timur,1184.780,1.250,1480.975,2200,14.00,1.240,0.9470,26900,false
LM-CAN-SAMARINDA-IDN020,last_mile,CAN-SAMARINDA,province,IDN020,Kalimantan Barat,676.225,1.250,845.281,2200,14.00,1.000,0.9727,13700,false
LM-CAN-SAMARINDA-IDN021,last_mile,CAN-SAMARINDA,province,IDN021,Kalimantan Tengah,475.957,1.250,594.947,2200,14.00,1.000,1.0571,11100,false
LM-CAN-SAMARINDA-IDN022,last_mile,CAN-SAMARINDA,province,IDN022,Kalimantan Selatan,349.283,1.250,436.604,2200,14.00,1.000,1.0606,8800,false
LM-CAN-SAMARINDA-IDN023,last_mile,CAN-SAMARINDA,province,IDN023,Kalimantan Timur,119.092,1.250,148.865,2200,14.00,1.000,1.0055,4300,false
LM-CAN-SAMARINDA-IDN024,last_mile,CAN-SAMARINDA,province,IDN024,Kalimantan Utara,394.600,1.250,493.250,2200,14.00,1.000,1.0713,9800,false
LM-CAN-SAMARINDA-IDN025,last_mile,CAN-SAMARINDA,province,IDN025,Sulawesi Utara,789.990,1.250,987.488,2200,14.00,1.160,1.0464,19500,false
LM-CAN-SAMARINDA-IDN026,last_mile,CAN-SAMARINDA,province,IDN026,Sulawesi Tengah,425.727,1.250,532.159,2200,14.00,1.160,1.0581,11800,false
LM-CAN-SAMARINDA-IDN027,last_mile,CAN-SAMARINDA,province,IDN027,Sulawesi Selatan,516.991,1.250,646.239,2200,14.00,1.160,0.9596,12500,false
LM-CAN-SAMARINDA-IDN028,last_mile,CAN-SAMARINDA,province,IDN028,Sulawesi Tenggara,696.882,1.250,871.103,2200,14.00,1.160,1.0592,17700,false
LM-CAN-SAMARINDA-IDN029,last_mile,CAN-SAMARINDA,province,IDN029,Gorontalo,564.819,1.250,706.024,2200,14.00,1.160,1.0464,14700,false
LM-CAN-SAMARINDA-IDN030,last_mile,CAN-SAMARINDA,province,IDN030,Sulawesi Barat,312.734,1.250,390.918,2200,14.00,1.160,1.0450,9300,false
LM-CAN-SAMARINDA-IDN031,last_mile,CAN-SAMARINDA,province,IDN031,Maluku,1670.471,1.250,2088.089,2200,14.00,1.320,0.9833,40800,false
LM-CAN-SAMARINDA-IDN032,last_mile,CAN-SAMARINDA,province,IDN032,Maluku Utara,1217.221,1.250,1521.526,2200,14.00,1.320,0.9403,29200,false
LM-CAN-SAMARINDA-IDN033,last_mile,CAN-SAMARINDA,province,IDN033,Papua,2420.600,1.250,3025.749,2200,14.00,1.320,1.0096,59400,false
LM-CAN-SAMARINDA-IDN034,last_mile,CAN-SAMARINDA,province,IDN034,Papua Barat Daya,1655.983,1.250,2069.978,2200,14.00,1.320,1.0532,43300,false
LM-CAN-SAMARINDA-IDN035,last_mile,CAN-SAMARINDA,province,IDN035,Papua Barat,1915.131,1.250,2393.914,2200,14.00,1.320,0.9495,44800,false
LM-CAN-SAMARINDA-IDN036,last_mile,CAN-SAMARINDA,province,IDN036,Papua Selatan,2566.683,1.250,3208.353,2200,14.00,1.320,0.9869,61400,false
LM-CAN-SAMARINDA-IDN037,last_mile,CAN-SAMARINDA,province,IDN037,Papua Tengah,2193.551,1.250,2741.939,2200,14.00,1.320,1.0797,57800,false
LM-CAN-SAMARINDA-IDN038,last_mile,CAN-SAMARINDA,province,IDN038,Papua Pegunungan,2517.786,1.250,3147.233,2200,14.00,1.320,1.0382,63400,false
LM-CAN-TARAKAN-IDN001,last_mile,CAN-TARAKAN,province,IDN001,Aceh,2285.338,1.250,2856.673,2200,14.00,1.160,0.9590,46900,false
LM-CAN-TARAKAN-IDN002,last_mile,CAN-TARAKAN,province,IDN002,Sumatera Utara,2013.278,1.250,2516.597,2200,14.00,1.160,1.0791,46900,false
LM-CAN-TARAKAN-IDN003,last_mile,CAN-TARAKAN,province,IDN003,Sumatera Barat,1979.497,1.250,2474.372,2200,14.00,1.160,1.0321,44100,false
LM-CAN-TARAKAN-IDN004,last_mile,CAN-TARAKAN,province,IDN004,Riau,1821.729,1.250,2277.161,2200,14.00,1.160,1.0597,41900,false
LM-CAN-TARAKAN-IDN005,last_mile,CAN-TARAKAN,province,IDN005,Jambi,1797.738,1.250,2247.172,2200,14.00,1.160,0.9913,38700,false
LM-CAN-TARAKAN-IDN006,last_mile,CAN-TARAKAN,province,IDN006,Sumatera Selatan,1687.738,1.250,2109.673,2200,14.00,1.160,0.9643,35500,false
LM-CAN-TARAKAN-IDN007,last_mile,CAN-TARAKAN,province,IDN007,Bengkulu,1864.136,1.250,2330.170,2200,14.00,1.160,1.0278,41500,false
LM-CAN-TARAKAN-IDN008,last_mile,CAN-TARAKAN,province,IDN008,Lampung,1681.959,1.250,2102.448,2200,14.00,1.160,1.0502,38500,false
LM-CAN-TARAKAN-IDN009,last_mile,CAN-TARAKAN,province,IDN009,Kepulauan Bangka Belitung,1424.218,1.250,1780.273,2200,14.00,1.160,1.0361,32600,false
LM-CAN-TARAKAN-IDN010,last_mile,CAN-TARAKAN,province,IDN010,Kepulauan Riau,1389.980,1.250,1737.475,2200,14.00,1.160,1.0075,31000,false
LM-CAN-TARAKAN-IDN011,last_mile,CAN-TARAKAN,province,IDN011,DKI Jakarta,1600.271,1.250,2000.339,2200,14.00,1.160,0.9813,34400,false
LM-CAN-TARAKAN-IDN012,last_mile,CAN-TARAKAN,province,IDN012,Jawa Barat,1608.013,1.250,2010.016,2200,14.00,1.160,1.0778,37900,false
LM-CAN-TARAKAN-IDN013,last_mile,CAN-TARAKAN,province,IDN013,Jawa Tengah,1476.454,1.250,1845.568,2200,14.00,1.160,0.9577,31100,false
LM-CAN-TARAKAN-IDN014,last_mile,CAN-TARAKAN,province,IDN014,Daerah Istimewa Yogyakarta,1474.496,1.250,1843.120,2200,14.00,1.160,1.0701,34800,false
LM-CAN-TARAKAN-IDN015,last_mile,CAN-TARAKAN,province,IDN015,Jawa Timur,1353.944,1.250,1692.430,2200,14.00,1.160,0.9996,30000,false
LM-CAN-TARAKAN-IDN016,last_mile,CAN-TARAKAN,province,IDN016,Banten,1667.064,1.250,2083.830,2200,14.00,1.160,0.9902,36000,false
LM-CAN-TARAKAN-IDN017,last_mile,CAN-TARAKAN,province,IDN017,Bali,1319.932,1.250,1649.915,2200,14.00,1.160,0.9515,27900,false
LM-CAN-TARAKAN-IDN018,last_mile,CAN-TARAKAN,province,IDN018,Nusa Tenggara Barat,1333.550,1.250,1666.937,2200,14.00,1.240,0.9469,30000,false
LM-CAN-TARAKAN-IDN019,last_mile,CAN-TARAKAN,province,IDN019,Nusa Tenggara Timur,1523.726,1.250,1904.657,2200,14.00,1.240,1.0708,38300,false
LM-CAN-TARAKAN-IDN020,last_mile,CAN-TARAKAN,province,IDN020,Kalimantan Barat,817.311,1.250,1021.639,2200,14.00,1.000,0.9518,15700,false
LM-CAN-TARAKAN-IDN021,last_mile,CAN-TARAKAN,province,IDN021,Kalimantan Tengah,760.180,1.250,950.226,2200,14.00,1.000,0.9990,15500,false
LM-CAN-TARAKAN-IDN022,last_mile,CAN-TARAKAN,province,IDN022,Kalimantan Selatan,757.683,1.250,947.104,2200,14.00,1.000,1.0297,15900,false
LM-CAN-TARAKAN-IDN023,last_mile,CAN-TARAKAN,province,IDN023,Kalimantan Timur,333.113,1.250,416.391,2200,14.00,1.000,0.9575,7700,false
LM-CAN-TARAKAN-IDN024,last_mile,CAN-TARAKAN,province,IDN024,Kalimantan Utara,110.619,1.250,138.274,2200,14.00,1.000,1.0294,4300,false
LM-CAN-TARAKAN-IDN025,last_mile,CAN-TARAKAN,province,IDN025,Sulawesi Utara,775.408,1.250,969.260,2200,14.00,1.160,1.0290,18800,false
LM-CAN-TARAKAN-IDN026,last_mile,CAN-TARAKAN,province,IDN026,Sulawesi Tengah,600.559,1.250,750.699,2200,14.00,1.160,1.0422,15400,false
LM-CAN-TARAKAN-IDN027,last_mile,CAN-TARAKAN,province,IDN027,Sulawesi Selatan,874.071,1.250,1092.589,2200,14.00,1.160,1.0714,21700,false
LM-CAN-TARAKAN-IDN028,last_mile,CAN-TARAKAN,province,IDN028,Sulawesi Tenggara,980.352,1.250,1225.441,2200,14.00,1.160,1.0761,24200,false
LM-CAN-TARAKAN-IDN029,last_mile,CAN-TARAKAN,province,IDN029,Gorontalo,572.287,1.250,715.358,2200,14.00,1.160,1.0009,14200,false
LM-CAN-TARAKAN-IDN030,last_mile,CAN-TARAKAN,province,IDN030,Sulawesi Barat,649.061,1.250,811.327,2200,14.00,1.160,1.0294,16200,false
LM-CAN-TARAKAN-IDN031,last_mile,CAN-TARAKAN,province,IDN031,Maluku,1826.375,1.250,2282.969,2200,14.00,1.320,0.9748,44000,false
LM-CAN-TARAKAN-IDN032,last_mile,CAN-TARAKAN,province,IDN032,Maluku Utara,1197.702,1.250,1497.128,2200,14.00,1.320,0.9651,29500,false
LM-CAN-TARAKAN-IDN033,last_mile,CAN-TARAKAN,province,IDN033,Papua,2444.239,1.250,3055.299,2200,14.00,1.320,1.0131,60100,false
LM-CAN-TARAKAN-IDN034,last_mile,CAN-TARAKAN,province,IDN034,Papua Barat Daya,1677.121,1.250,2096.402,2200,14.00,1.320,1.0267,42800,false
LM-CAN-TARAKAN-IDN035,last_mile,CAN-TARAKAN,province,IDN035,Papua Barat,1982.116,1.250,2477.645,2200,14.00,1.320,0.9973,48600,false
LM-CAN-TARAKAN-IDN036,last_mile,CAN-TARAKAN,province,IDN036,Papua Selatan,2689.187,1.250,3361.483,2200,14.00,1.320,0.9672,62900,false
LM-CAN-TARAKAN-IDN037,last_mile,CAN-TARAKAN,province,IDN037,Papua Tengah,2254.231,1.250,2817.789,2200,14.00,1.320,1.0417,57300,false
LM-CAN-TARAKAN-IDN038,last_mile,CAN-TARAKAN,province,IDN038,Papua Pegunungan,2568.976,1.250,3211.220,2200,14.00,1.320,1.0543,65600,false
LM-CAN-MATARAM-IDN001,last_mile,CAN-MATARAM,province,IDN001,Aceh,2559.272,1.250,3199.089,2200,14.00,1.160,1.0534,57400,false
LM-CAN-MATARAM-IDN002,last_mile,CAN-MATARAM,province,IDN002,Sumatera Utara,2200.288,1.250,2750.360,2200,14.00,1.160,0.9981,47100,false
LM-CAN-MATARAM-IDN003,last_mile,CAN-MATARAM,province,IDN003,Sumatera Barat,1934.230,1.250,2417.787,2200,14.00,1.160,1.0190,42600,false
LM-CAN-MATARAM-IDN004,last_mile,CAN-MATARAM,province,IDN004,Riau,1887.191,1.250,2358.989,2200,14.00,1.160,1.0080,41200,false
LM-CAN-MATARAM-IDN005,last_mile,CAN-MATARAM,province,IDN005,Jambi,1709.909,1.250,2137.387,2200,14.00,1.160,0.9586,35700,false
LM-CAN-MATARAM-IDN006,last_mile,CAN-MATARAM,province,IDN006,Sumatera Selatan,1484.979,1.250,1856.224,2200,14.00,1.160,1.0176,33300,false
